income_stability,average_eligible_emi,average_usable_salary,average_monthly_credit,employer_category,employment_tenure_years,average_month_end_balance,bounce_count,gambling_transaction_count,active_loans_count,has_credit_card,has_personal_loan,has_home_loan,credit_exposure_intensity,average_obligation_to_income_ratio,credit_score
STABLE,10099.37,22342,59876.94,Category B (Private Ltd),1.95,79506.03,0,0,3,0,0,1,4,35.43,704
STABLE,104815.11,267510,624680.8,Category C (Partnership/Proprietorship),13.82,654715.87,0,0,1,0,0,1,2,41.8,749
STABLE,144548.09,268750,501295.33,Category B (Private Ltd),21.47,833003.01,0,0,2,0,1,0,2,44.34,767
STABLE,85719.81,176804,243641.95,Category A (MNC/Govt/PSU),5.3,6755.06,0,0,4,1,1,1,5,71.3,619
STABLE,95578.71,295356,547088.83,Unlisted,1.23,202102.14,0,0,3,1,0,1,3,51.35,671
STABLE,144853.84,290446,646603.65,Category B (Private Ltd),5.74,1286780.19,0,0,4,1,0,1,4,67.65,719
FLUCTUATING,131649.68,230979,362710.49,Unlisted,0.7,653353.47,0,0,4,1,1,1,4,41.39,634
STABLE,42425.28,129058,170445.52,Category A (MNC/Govt/PSU),2.4,587614.33,0,0,5,1,1,1,6,55.37,749
FLUCTUATING,47541.61,96706,171684.08,Category B (Private Ltd),0.39,7020.16,0,0,3,0,1,0,3,33.58,598
STABLE,5248.57,12056,26611.08,Category C (Partnership/Proprietorship),10.06,18036.07,0,0,0,0,0,0,1,87.3,603
STABLE,10050.28,21251,58401.43,Category C (Partnership/Proprietorship),5.15,77996.66,0,0,0,0,0,0,1,87.75,598
STABLE,78035.46,174562,184636.99,Category A (MNC/Govt/PSU),3.86,215337.33,0,0,4,1,0,1,4,58.27,730
STABLE,128722.48,215407,364208.72,Category B (Private Ltd),0.91,760019.66,1,0,0,0,0,0,0,34.23,697
UNSTABLE,32176.06,86945,214925.34,Category A (MNC/Govt/PSU),3.87,128495.65,0,0,2,0,1,0,2,89.2,551
FLUCTUATING,37995.61,109248,214969.77,Category A (MNC/Govt/PSU),4.62,221121.81,1,0,2,1,1,0,3,22.81,650
FLUCTUATING,19980.86,38525,96141.19,Category A (MNC/Govt/PSU),1.18,178089.84,0,0,5,1,1,1,5,46.31,671
STABLE,22684.67,49913,131169.76,Category C (Partnership/Proprietorship),4.77,4254.36,1,0,0,0,0,0,1,32.01,606
STABLE,42267.97,78625,195426.63,Category B (Private Ltd),0.26,169222.68,0,0,4,0,1,1,5,87.86,651
STABLE,92159.69,179451,200422.0,Category B (Private Ltd),0.44,817249.21,0,0,2,0,0,0,3,80.43,683
STABLE,96557.47,264295,437249.66,Category B (Private Ltd),0.95,646648.5,0,0,2,0,1,1,2,73.59,720
STABLE,79951.55,151180,262168.78,Category B (Private Ltd),3.63,5887.39,0,0,0,0,0,0,0,80.5,557
STABLE,99518.1,184980,433216.63,Category B (Private Ltd),5.5,359613.46,0,0,4,0,1,1,4,46.84,760
STABLE,112246.53,297243,481113.4,Category A (MNC/Govt/PSU),8.66,934112.41,0,0,4,1,1,1,5,26.86,764
UNSTABLE,80891.81,182022,429594.14,Category C (Partnership/Proprietorship),0.73,510565.52,0,0,5,1,1,1,5,48.67,639
STABLE,7619.7,21628,55868.32,Unlisted,2.67,89847.66,0,0,2,1,0,1,3,57.49,645
STABLE,131707.22,241609,640238.21,Category A (MNC/Govt/PSU),1.96,740285.62,0,0,3,1,0,1,3,53.12,747
STABLE,42641.94,71700,125639.88,Category A (MNC/Govt/PSU),2.67,87817.26,0,0,3,1,0,1,4,74.99,685
FLUCTUATING,46886.99,142030,410969.91,Category A (MNC/Govt/PSU),4.91,407881.02,0,0,2,1,1,0,2,48.97,713
FLUCTUATING,46137.53,105698,137330.6,Category B (Private Ltd),1.63,469672.92,0,0,0,0,0,0,0,44.92,706
STABLE,31096.56,77690,109991.69,Category C (Partnership/Proprietorship),4.9,96640.53,0,0,4,0,1,1,5,44.06,676
FLUCTUATING,103701.52,257943,350134.99,Category B (Private Ltd),5.47,1143600.72,0,0,3,1,1,0,3,46.98,676
UNSTABLE,12167.75,31134,49571.22,Category B (Private Ltd),10.07,150101.83,0,0,0,0,0,0,0,73.84,654
FLUCTUATING,29201.71,62330,113625.68,Category C (Partnership/Proprietorship),3.34,139768.93,1,0,3,1,0,1,4,38.78,614
STABLE,50623.52,147166,414599.22,Category A (MNC/Govt/PSU),11.48,440547.32,0,0,3,1,1,1,3,94.67,689
FLUCTUATING,74227.25,164969,292841.86,Category B (Private Ltd),0.29,722609.54,0,0,1,0,0,0,2,46.43,694
STABLE,32896.3,72167,163384.84,Category C (Partnership/Proprietorship),3.01,199315.09,0,0,5,1,1,1,6,57.43,710
STABLE,73721.21,191191,299261.94,Category B (Private Ltd),0.09,281747.45,0,0,3,1,1,0,3,85.18,636
STABLE,85579.45,254965,414007.14,Category B (Private Ltd),0.64,19206.62,0,0,4,0,1,1,5,14.23,660
STABLE,24614.67,66321,122839.78,Category C (Partnership/Proprietorship),4.9,173475.72,1,0,3,0,1,1,3,93.49,584
STABLE,9217.03,29192,46314.05,Unlisted,0.94,1457.59,1,0,3,1,0,1,4,10.52,536
STABLE,7330.1,15833,42189.66,Category A (MNC/Govt/PSU),12.66,14970.14,0,1,1,0,0,0,2,58.63,640
STABLE,51699.82,95107,131994.29,Category A (MNC/Govt/PSU),10.47,300973.05,3,0,4,0,1,1,4,72.85,627
STABLE,26331.26,53560,144295.67,Category B (Private Ltd),2.67,160368.42,1,0,5,1,1,1,6,56.66,689
STABLE,116257.47,205647,251939.99,Category B (Private Ltd),1.51,336681.43,0,0,2,1,1,0,3,41.09,741
STABLE,89737.79,193328,403393.36,Unlisted,2.29,884785.18,0,0,5,1,1,1,6,65.99,676
UNSTABLE,178221.2,297207,641503.5,Category A (MNC/Govt/PSU),4.42,105779.05,0,0,1,0,1,0,1,23.09,651
UNSTABLE,132411.39,275620,611866.2,Category B (Private Ltd),12.31,589253.07,1,0,3,1,1,0,4,90.8,554
FLUCTUATING,28631.77,76141,130409.07,Category A (MNC/Govt/PSU),9.7,123742.83,0,0,1,0,0,0,1,74.44,669
STABLE,32828.34,55389,150935.14,Category C (Partnership/Proprietorship),0.68,68117.01,2,0,4,1,1,1,5,46.44,591
STABLE,112682.3,239919,640869.31,Category A (MNC/Govt/PSU),8.1,84909.66,0,0,5,1,1,1,6,50.74,733
STABLE,45916.61,99229,289510.72,Category A (MNC/Govt/PSU),5.32,1585.43,0,0,3,1,0,1,4,83.68,588
FLUCTUATING,86700.64,209933,450900.11,Category A (MNC/Govt/PSU),1.53,725102.82,0,0,2,1,0,0,2,49.21,696
STABLE,44561.87,133546,327652.59,Unlisted,4.72,515147.66,0,0,4,1,0,1,4,39.81,713
STABLE,27168.55,76778,95895.55,Unlisted,0.76,233935.55,0,0,4,1,1,1,5,14.36,687
UNSTABLE,64142.34,136913,326621.95,Category B (Private Ltd),2.85,580527.62,0,0,4,1,0,1,4,45.63,660
UNSTABLE,97548.68,297437,324759.58,Category A (MNC/Govt/PSU),1.04,1271797.74,0,0,5,1,1,1,6,91.51,573
STABLE,32146.08,99893,213535.02,Category B (Private Ltd),9.48,263633.12,0,0,4,1,1,0,4,18.46,748
STABLE,33409.79,58110,131105.86,Category C (Partnership/Proprietorship),0.8,199938.53,0,0,3,1,1,1,4,12.74,683
STABLE,101777.92,174818,441080.34,Category B (Private Ltd),1.37,15449.53,0,0,0,0,0,0,1,58.48,678
STABLE,89817.37,286051,533398.01,Category C (Partnership/Proprietorship),0.12,1337568.81,0,0,1,0,0,0,2,91.79,643
STABLE,20959.37,49952,83836.8,Category B (Private Ltd),5.01,1725.18,0,0,2,0,0,1,2,83.93,561
STABLE,44377.59,109830,117862.92,Category A (MNC/Govt/PSU),6.87,374249.86,0,0,2,0,0,1,2,11.82,793
STABLE,17618.25,50285,83153.32,Category A (MNC/Govt/PSU),4.6,86588.46,0,0,4,0,1,1,5,82.59,674
STABLE,46007.54,94600,139123.59,Category B (Private Ltd),15.72,202602.81,0,0,1,0,0,1,1,19.71,787
STABLE,7586.04,20728,60990.85,Category C (Partnership/Proprietorship),2.15,1171.38,0,0,4,1,0,1,5,62.34,569
FLUCTUATING,41250.69,93905,97667.66,Category A (MNC/Govt/PSU),5.68,70760.36,0,0,2,1,0,0,3,20.72,691
FLUCTUATING,89591.68,177599,298021.26,Category B (Private Ltd),2.97,78634.22,0,0,1,0,0,1,2,91.68,587
STABLE,62807.61,138658,377989.18,Category B (Private Ltd),6.81,234065.59,0,0,2,0,0,1,2,13.77,763
FLUCTUATING,94705.73,201659,377622.35,Category B (Private Ltd),1.1,525961.83,1,0,2,1,0,0,2,64.76,617
FLUCTUATING,50346.43,136355,352076.76,Category B (Private Ltd),1.31,293049.56,1,0,4,1,0,1,5,23.96,638
STABLE,129240.27,291775,789385.57,Category A (MNC/Govt/PSU),0.09,699666.28,0,0,1,0,0,1,2,63.93,719
STABLE,13751.42,26447,49263.64,Category B (Private Ltd),1.85,28795.29,0,0,1,0,1,0,1,38.08,685
STABLE,57330.5,181147,245133.08,Category B (Private Ltd),3.28,1929.71,3,0,3,1,0,1,4,49.99,534
STABLE,29552.61,52320,71587.37,Category C (Partnership/Proprietorship),0.65,19800.05,0,0,1,0,0,0,1,16.6,692
FLUCTUATING,87016.81,165304,473917.57,Category A (MNC/Govt/PSU),9.05,723179.28,0,0,1,1,0,0,2,32.31,731
STABLE,57954.19,99831,157933.31,Category B (Private Ltd),2.48,180518.01,0,0,0,0,0,0,0,42.14,751
STABLE,66567.23,220117,554095.06,Category B (Private Ltd),8.51,888998.65,0,0,3,0,1,1,3,51.98,762
STABLE,5427.1,17749,21731.92,Unlisted,1.65,19100.61,0,0,2,1,0,0,3,59.4,605
STABLE,39671.41,114447,250854.46,Category A (MNC/Govt/PSU),2.03,37595.7,0,0,5,1,1,1,6,83.51,633
STABLE,47043.42,96994,115175.5,Category C (Partnership/Proprietorship),23.84,337281.27,0,0,5,1,1,1,5,66.23,708
STABLE,17971.38,43539,124324.07,Category A (MNC/Govt/PSU),2.32,55936.14,0,0,3,1,0,1,4,20.29,724
STABLE,39638.61,99147,216667.65,Category B (Private Ltd),14.57,367498.73,0,0,1,0,0,0,2,88.87,710
UNSTABLE,117531.41,277587,412699.54,Category A (MNC/Govt/PSU),9.74,1203212.25,0,0,3,1,1,0,3,17.07,681
STABLE,98836.17,236392,379529.9,Category B (Private Ltd),1.45,954963.6,0,0,0,0,0,0,1,84.27,660
UNSTABLE,61205.42,121545,263157.49,Category B (Private Ltd),9.81,5011.61,0,0,5,1,1,1,5,14.48,553
STABLE,83256.61,183211,206616.49,Category A (MNC/Govt/PSU),4.59,392501.35,0,0,3,1,1,0,4,82.29,688
FLUCTUATING,91048.15,236074,544652.1,Category B (Private Ltd),4.49,23504.82,0,0,4,0,1,1,4,45.98,627
FLUCTUATING,66289.26,216337,624856.7,Category A (MNC/Govt/PSU),0.05,287325.43,0,0,0,0,0,0,0,18.95,660
STABLE,84308.28,206739,230482.35,Category B (Private Ltd),4.22,18979.03,0,0,4,1,1,1,4,59.26,691
STABLE,104812.87,185272,295789.4,Category C (Partnership/Proprietorship),23.11,511480.93,0,2,4,1,0,1,5,31.45,626
STABLE,102377.44,184953,407693.49,Category B (Private Ltd),2.62,72891.16,1,2,5,1,1,1,5,20.23,557
UNSTABLE,70273.96,140990,380087.66,Category C (Partnership/Proprietorship),2.99,493996.03,0,0,2,1,0,0,3,64.74,625
STABLE,74436.25,151035,308033.61,Category B (Private Ltd),2.98,31235.16,0,0,3,1,0,1,4,40.73,736
STABLE,14482.4,45094,114791.69,Category A (MNC/Govt/PSU),4.69,111018.55,1,0,0,0,0,0,0,73.29,689
STABLE,10513.56,32152,50578.14,Unlisted,4.09,143585.6,0,0,2,1,0,0,2,82.21,620
STABLE,19892.85,51604,91819.61,Category A (MNC/Govt/PSU),3.14,224117.64,0,0,5,1,1,1,6,63.68,715
STABLE,47601.81,114222,286896.73,Category A (MNC/Govt/PSU),10.02,341547.34,0,0,5,1,1,1,5,52.01,789
STABLE,94094.38,239235,388276.22,Category A (MNC/Govt/PSU),1.91,1088081.86,1,0,0,0,0,0,1,83.27,642
STABLE,129952.0,221668,660777.12,Category C (Partnership/Proprietorship),1.04,406335.43,0,0,2,0,0,1,2,71.54,700
STABLE,106668.3,194522,258185.88,Category C (Partnership/Proprietorship),1.59,13444.19,0,0,1,0,0,0,2,94.39,581
FLUCTUATING,49527.02,124527,268300.91,Category B (Private Ltd),7.21,112089.72,2,0,2,1,0,0,3,52.07,595
STABLE,80044.61,233720,409349.95,Category A (MNC/Govt/PSU),9.86,76863.52,0,0,0,0,0,0,1,85.97,666
FLUCTUATING,86745.7,228906,383695.9,Category A (MNC/Govt/PSU),5.97,1063382.73,0,0,1,0,0,1,2,75.33,678
STABLE,45358.49,84710,242184.27,Category C (Partnership/Proprietorship),0.27,398369.82,3,0,3,1,1,0,3,92.02,519
FLUCTUATING,20765.17,38273,106756.23,Category A (MNC/Govt/PSU),16.89,154289.12,0,0,4,1,1,1,5,34.79,689
STABLE,64933.54,214463,348504.72,Category A (MNC/Govt/PSU),4.45,309511.41,0,0,5,1,1,1,6,31.01,741
UNSTABLE,142652.3,297380,441040.0,Category B (Private Ltd),0.39,15519.08,0,0,3,1,0,1,3,94.4,507
STABLE,34470.25,58534,155880.14,Category B (Private Ltd),6.69,3283.13,0,0,2,1,0,0,2,21.14,685
STABLE,44677.47,81727,232416.45,Category C (Partnership/Proprietorship),1.12,252049.63,0,0,2,0,0,1,3,54.56,744
FLUCTUATING,70192.11,179180,496258.03,Category C (Partnership/Proprietorship),5.54,256971.07,0,0,5,1,1,1,6,36.29,626
STABLE,102414.47,243470,275910.96,Category B (Private Ltd),2.12,1160124.33,0,0,3,0,1,0,3,18.8,735
FLUCTUATING,118952.85,237439,243823.28,Category A (MNC/Govt/PSU),5.74,1004681.8,0,0,1,0,0,0,2,69.21,694
STABLE,38170.92,113313,171075.88,Category C (Partnership/Proprietorship),4.82,303172.75,0,0,2,1,0,0,3,14.07,724
FLUCTUATING,59880.4,166597,182943.12,Category A (MNC/Govt/PSU),3.72,300933.32,0,0,5,1,1,1,5,39.19,695
STABLE,40128.77,112885,121675.06,Category A (MNC/Govt/PSU),8.91,216604.8,1,0,5,1,1,1,5,62.38,704
STABLE,157408.76,297551,553053.75,Category C (Partnership/Proprietorship),0.82,193040.18,0,0,5,1,1,1,5,16.64,679
STABLE,32761.97,59008,141961.36,Category A (MNC/Govt/PSU),0.62,32983.09,1,0,0,0,0,0,0,40.85,679
STABLE,20708.21,38704,114156.44,Category B (Private Ltd),2.95,129135.14,0,0,1,0,0,0,2,86.43,664
FLUCTUATING,94448.31,178899,411666.27,Category A (MNC/Govt/PSU),4.69,14056.21,0,0,4,1,1,1,5,81.15,535
STABLE,157754.57,285538,361245.2,Category B (Private Ltd),4.28,8031.63,0,0,2,0,0,1,3,12.31,654
STABLE,58425.18,151321,426867.95,Category B (Private Ltd),1.57,176746.39,0,0,4,1,0,1,4,78.0,691
FLUCTUATING,44929.29,84492,129352.73,Category A (MNC/Govt/PSU),14.44,8186.01,0,0,4,1,1,1,4,39.81,648
STABLE,20568.03,50857,117723.08,Category A (MNC/Govt/PSU),0.33,2426.36,0,0,1,0,0,0,1,58.82,620
STABLE,120150.6,284244,582117.05,Category A (MNC/Govt/PSU),0.13,18878.58,0,0,3,1,0,1,3,19.39,686
UNSTABLE,31066.81,61645,94360.15,Category A (MNC/Govt/PSU),3.98,729.13,0,0,0,0,0,0,0,22.47,542
FLUCTUATING,24730.26,43585,82769.76,Category B (Private Ltd),11.34,46756.66,0,0,4,0,1,1,5,83.48,579
UNSTABLE,118081.35,241120,527066.27,Category A (MNC/Govt/PSU),1.97,264860.03,0,0,5,1,1,1,6,25.89,642
FLUCTUATING,79461.29,259708,540826.65,Unlisted,2.48,1259772.93,0,0,3,1,0,1,3,92.84,557
STABLE,67157.24,131729,325401.14,Category A (MNC/Govt/PSU),1.81,213952.95,0,0,2,1,0,0,2,19.39,772
STABLE,44086.09,123812,258032.97,Category A (MNC/Govt/PSU),1.95,62392.88,3,0,2,1,0,0,2,41.55,599
STABLE,119660.41,201510,305394.81,Category B (Private Ltd),1.22,771557.53,0,0,0,0,0,0,1,74.51,720
STABLE,12498.87,33119,43232.43,Category C (Partnership/Proprietorship),6.58,42300.95,0,0,2,0,0,0,2,34.56,709
STABLE,43157.46,87751,240942.01,Category B (Private Ltd),0.93,368198.76,1,0,1,0,0,0,1,11.31,716
STABLE,9854.37,17312,28827.02,Unlisted,0.07,14439.46,0,0,2,1,0,0,2,76.11,578
UNSTABLE,93791.98,236959,514847.52,Category A (MNC/Govt/PSU),1.49,9091.37,1,0,5,1,1,1,5,46.84,496
STABLE,34202.97,61052,63274.94,Category A (MNC/Govt/PSU),3.43,219804.06,0,0,3,1,1,1,4,29.86,732
STABLE,45563.02,96544,285282.55,Category A (MNC/Govt/PSU),2.2,142789.27,0,0,5,1,1,1,5,91.36,653
STABLE,6877.12,15037,19157.04,Category B (Private Ltd),4.95,42769.71,0,0,2,0,1,0,2,64.83,655
STABLE,93155.65,183762,436679.93,Category C (Partnership/Proprietorship),1.94,560814.21,0,0,0,0,0,0,0,59.53,723
STABLE,32860.53,58167,112395.06,Category A (MNC/Govt/PSU),14.74,79865.17,0,0,4,1,0,1,4,24.91,729
UNSTABLE,120842.56,217074,425457.69,Category C (Partnership/Proprietorship),8.49,353761.17,1,0,4,1,0,1,4,46.69,627
UNSTABLE,101648.89,185225,455537.48,Category A (MNC/Govt/PSU),14.87,16826.8,0,0,5,1,1,1,5,24.61,606
STABLE,67310.86,186371,256094.94,Category B (Private Ltd),8.0,836319.66,0,0,4,1,1,1,5,48.2,767
STABLE,38316.18,119910,307024.02,Category C (Partnership/Proprietorship),8.4,6608.35,0,0,5,1,1,1,5,17.15,670
STABLE,96021.21,193564,250034.02,Category A (MNC/Govt/PSU),1.14,249205.61,0,0,5,1,1,1,6,75.96,683
STABLE,34941.28,67955,72955.64,Category A (MNC/Govt/PSU),8.29,134332.36,0,0,0,0,0,0,1,81.89,692
STABLE,129885.02,281326,654394.58,Category C (Partnership/Proprietorship),2.91,1149383.37,0,0,3,0,0,1,4,51.84,737
STABLE,73183.24,123043,321804.35,Category C (Partnership/Proprietorship),5.65,450241.11,0,0,1,0,1,0,1,77.36,701
STABLE,48342.21,127952,276880.4,Category B (Private Ltd),0.11,10804.43,0,0,1,0,0,0,2,24.71,683
UNSTABLE,75262.17,178571,518205.34,Unlisted,0.06,14967.78,0,0,2,1,0,0,2,48.64,534
STABLE,17801.03,37410,59717.06,Category A (MNC/Govt/PSU),8.85,153741.57,0,0,5,1,1,1,6,10.73,751
STABLE,45437.51,85974,104303.22,Category A (MNC/Govt/PSU),4.65,117284.83,0,0,5,1,1,1,5,60.45,694
STABLE,18549.77,43005,90704.48,Category C (Partnership/Proprietorship),4.71,135149.65,0,0,1,0,0,0,1,92.39,638
STABLE,96099.45,208232,488077.54,Category A (MNC/Govt/PSU),2.39,748213.57,0,0,4,1,1,0,5,94.65,678
STABLE,114867.89,206006,584822.03,Category A (MNC/Govt/PSU),6.36,689113.95,0,0,4,0,1,1,5,22.37,783
STABLE,34707.89,82629,230378.68,Category B (Private Ltd),3.93,368218.51,0,0,3,1,1,0,3,44.93,735
STABLE,139116.43,261985,769718.72,Category C (Partnership/Proprietorship),1.39,25855.13,0,0,4,1,0,1,4,13.04,657
FLUCTUATING,37464.0,114919,313097.19,Category A (MNC/Govt/PSU),3.71,559910.67,0,0,0,0,0,0,1,42.27,710
STABLE,56517.65,94834,267772.6,Category C (Partnership/Proprietorship),0.56,104021.07,0,0,1,0,0,0,1,62.42,660
STABLE,29817.88,68770,116359.17,Category B (Private Ltd),6.9,30181.95,0,0,0,0,0,0,1,91.5,632
UNSTABLE,142743.78,270784,326801.18,Category A (MNC/Govt/PSU),2.51,14769.11,0,0,3,1,0,0,3,76.78,561
STABLE,98034.86,222437,412305.21,Category B (Private Ltd),4.37,793545.11,0,0,0,0,0,0,1,64.45,718
STABLE,92182.19,190672,281990.46,Category C (Partnership/Proprietorship),1.98,585616.75,0,0,5,1,1,1,6,40.06,709
STABLE,30415.6,64714,149381.7,Category A (MNC/Govt/PSU),0.68,277218.33,0,0,5,1,1,1,6,55.33,717
STABLE,73991.32,143271,161028.3,Category B (Private Ltd),8.79,131183.34,3,0,0,0,0,0,1,42.88,626
UNSTABLE,10548.51,20691,34827.18,Category B (Private Ltd),0.77,512.85,0,0,5,1,1,1,6,19.51,468
STABLE,101009.86,179173,195514.55,Category B (Private Ltd),9.81,15460.49,0,0,3,0,1,0,3,51.2,691
STABLE,143725.34,240842,431848.6,Unlisted,0.85,151074.74,0,0,5,1,1,1,6,53.69,675
STABLE,85055.74,153977,362520.4,Category B (Private Ltd),3.84,217056.87,0,0,5,1,1,1,5,85.58,648
STABLE,123227.89,284507,469701.77,Category A (MNC/Govt/PSU),8.95,19572.15,0,0,4,1,0,1,4,61.22,678
STABLE,90206.14,228865,341078.9,Category C (Partnership/Proprietorship),0.09,458164.17,1,0,4,1,1,0,4,51.87,672
FLUCTUATING,28097.5,72110,209218.23,Category A (MNC/Govt/PSU),2.13,264721.5,0,0,3,0,1,1,3,93.66,606
STABLE,117887.66,295410,611871.89,Category A (MNC/Govt/PSU),3.87,17657.66,0,0,1,0,0,1,2,84.43,609
STABLE,60221.54,129097,330413.84,Category A (MNC/Govt/PSU),2.59,9223.69,0,0,5,1,1,1,5,36.0,688
FLUCTUATING,23145.67,43178,125895.7,Category A (MNC/Govt/PSU),2.49,175863.25,0,0,3,1,0,1,3,20.54,680
STABLE,16893.37,55643,115839.8,Category B (Private Ltd),12.28,156343.85,0,0,2,0,0,1,3,44.74,773
FLUCTUATING,94204.0,193260,575175.25,Category B (Private Ltd),0.34,774334.12,0,1,1,0,0,0,2,31.34,620
STABLE,40359.72,88488,253204.13,Unlisted,17.42,2163.55,0,0,5,1,1,1,5,15.27,622
STABLE,119087.9,292469,813678.37,Category B (Private Ltd),8.2,217688.18,0,0,2,0,1,0,2,81.58,646
STABLE,131479.6,293805,806560.64,Category A (MNC/Govt/PSU),0.87,24805.81,0,0,4,0,1,1,4,67.6,666
STABLE,59580.88,142019,419768.29,Category B (Private Ltd),4.02,358709.42,0,0,0,0,0,0,1,44.84,774
FLUCTUATING,85902.23,156477,362724.37,Category C (Partnership/Proprietorship),13.78,759077.29,0,0,2,1,0,0,3,75.86,671
FLUCTUATING,97892.46,212301,343469.2,Category B (Private Ltd),6.27,234024.19,0,0,0,0,0,0,0,43.18,688
FLUCTUATING,9820.96,27528,61492.11,Category C (Partnership/Proprietorship),4.18,10512.75,0,0,5,1,1,1,6,67.44,593
STABLE,30240.29,94946,284093.46,Category A (MNC/Govt/PSU),11.81,362254.34,0,0,0,0,0,0,1,79.39,765
STABLE,27884.34,76723,150717.16,Category B (Private Ltd),11.06,358386.97,0,0,3,1,0,1,3,70.33,739
STABLE,101038.56,286674,480801.59,Category A (MNC/Govt/PSU),2.22,854617.34,0,0,4,1,1,1,5,94.04,682
STABLE,143682.53,260927,641814.67,Category C (Partnership/Proprietorship),1.09,1131581.7,0,0,0,0,0,0,1,81.6,640
STABLE,100936.36,292287,461648.56,Category A (MNC/Govt/PSU),12.86,501940.84,0,0,0,0,0,0,0,31.28,802
FLUCTUATING,74119.25,206000,544825.13,Category B (Private Ltd),0.07,630880.53,0,0,3,1,1,1,3,90.02,605
FLUCTUATING,41155.79,127574,369106.98,Unlisted,5.77,82377.78,0,0,3,0,0,1,4,43.67,634
STABLE,36034.75,86133,98045.68,Category A (MNC/Govt/PSU),1.05,29324.68,0,0,5,1,1,1,6,56.83,716
STABLE,34913.84,66902,147853.83,Category A (MNC/Govt/PSU),0.63,130202.87,0,0,5,1,1,1,5,58.98,717
STABLE,73077.8,154973,160650.35,Category A (MNC/Govt/PSU),1.3,429418.65,0,0,5,1,1,1,6,88.76,655
UNSTABLE,94521.9,171845,408160.21,Category A (MNC/Govt/PSU),1.38,819775.3,2,0,3,0,1,1,4,88.11,493
STABLE,127024.35,298441,548230.6,Category A (MNC/Govt/PSU),2.84,664184.74,1,0,2,1,0,0,3,61.71,691
STABLE,109037.9,259271,746109.23,Category B (Private Ltd),0.86,1125306.87,0,0,3,0,1,0,3,85.51,663
STABLE,12338.22,30543,84766.48,Category B (Private Ltd),9.55,27462.13,0,0,5,1,1,1,5,53.42,701
FLUCTUATING,137776.23,256088,649963.25,Category B (Private Ltd),9.65,764146.09,0,0,5,1,1,1,5,65.33,660
STABLE,111136.56,220121,330656.53,Category B (Private Ltd),6.87,132040.11,0,0,2,1,0,0,2,58.06,744
UNSTABLE,108059.48,224560,669470.9,Category A (MNC/Govt/PSU),0.32,16608.89,0,0,0,0,0,0,0,69.33,578
FLUCTUATING,99133.37,299425,624593.61,Category A (MNC/Govt/PSU),1.58,392227.98,1,0,2,0,1,0,2,71.86,588
STABLE,104151.46,281994,330527.73,Category A (MNC/Govt/PSU),10.51,465890.01,0,0,2,1,0,0,3,68.59,764
STABLE,109031.83,249990,565119.41,Category B (Private Ltd),0.27,256824.03,0,0,1,0,0,0,1,11.09,710
STABLE,85120.22,179559,248873.13,Category C (Partnership/Proprietorship),7.0,456053.84,0,0,3,1,0,1,3,16.57,742
STABLE,44469.77,121030,188401.85,Category A (MNC/Govt/PSU),11.59,10827.75,0,0,3,1,0,1,4,88.85,649
STABLE,8624.49,25535,48374.54,Category B (Private Ltd),4.65,14463.31,0,0,2,1,0,0,3,91.23,617
STABLE,77048.42,175205,195417.8,Category A (MNC/Govt/PSU),4.11,777466.45,0,0,3,0,1,0,3,22.5,752
STABLE,43582.65,98898,150645.44,Unlisted,2.7,71838.16,0,0,1,0,1,0,2,19.49,688
STABLE,17856.12,48655,111145.48,Unlisted,1.16,183109.6,0,0,1,0,0,0,2,40.79,684
STABLE,39254.07,93220,152282.53,Unlisted,7.8,1938.0,1,0,0,0,0,0,0,12.99,585
STABLE,100823.07,171961,244517.98,Category B (Private Ltd),5.71,530030.19,0,0,5,1,1,1,6,72.38,722
STABLE,13498.22,30497,76304.95,Category A (MNC/Govt/PSU),10.17,57310.8,3,0,1,1,0,0,1,17.22,656
STABLE,38401.56,81918,173603.07,Category A (MNC/Govt/PSU),1.65,125373.09,0,0,4,1,1,1,5,28.2,736
UNSTABLE,54384.82,141195,209815.09,Category A (MNC/Govt/PSU),2.38,646916.2,0,0,5,1,1,1,6,11.45,657
STABLE,93220.08,268490,598907.76,Unlisted,0.98,207997.07,1,0,0,0,0,0,0,34.06,640
STABLE,94968.18,288409,427102.33,Category B (Private Ltd),10.04,1431973.23,2,0,3,0,1,1,4,22.55,696
STABLE,42543.32,74927,102924.88,Category B (Private Ltd),12.47,52224.8,0,0,0,0,0,0,1,47.29,719
FLUCTUATING,82359.29,177858,346336.04,Unlisted,0.85,14712.65,0,0,3,0,1,0,4,37.75,577
STABLE,74951.75,155120,455076.24,Category B (Private Ltd),2.25,452182.45,0,0,3,1,0,1,4,81.25,671
STABLE,29156.9,55909,144822.01,Category B (Private Ltd),2.52,257185.33,0,0,0,0,0,0,1,23.11,725
STABLE,41487.86,106777,238177.03,Category A (MNC/Govt/PSU),2.5,66060.35,0,0,0,0,0,0,0,39.27,742
FLUCTUATING,12958.6,22803,61420.17,Category A (MNC/Govt/PSU),5.88,2204.75,0,0,3,0,1,1,3,93.61,486
STABLE,83529.09,179924,305342.46,Category B (Private Ltd),2.04,504552.88,0,0,1,0,1,0,1,34.56,734
STABLE,134890.14,283482,727264.97,Category C (Partnership/Proprietorship),0.26,365621.7,0,0,0,0,0,0,1,92.98,606
